0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-02 6.499510915353312601e-01
2.000000000000000042e-02 1.243009996182522725e+00
2.999999999999999889e-02 1.730982630250177845e+00
4.000000000000000083e-02 2.081541212360923598e+00
5.000000000000000278e-02 2.282615996607469278e+00
5.999999999999999778e-02 2.343277223533162701e+00
7.000000000000000666e-02 2.291020385188563324e+00
8.000000000000000167e-02 2.166025798428826477e+00
8.999999999999999667e-02 2.013509314002074113e+00
1.000000000000000056e-01 1.875612751022315727e+00
1.100000000000000006e-01 1.784339171273508162e+00
1.199999999999999956e-01 1.756810588599362788e+00
1.300000000000000044e-01 1.793659251210431904e+00
1.400000000000000133e-01 1.880748558860537711e+00
1.499999999999999944e-01 1.993774228019842942e+00
1.600000000000000033e-01 2.104744086694599670e+00
1.700000000000000122e-01 2.188981230609697182e+00
1.799999999999999933e-01 2.231207270883505789e+00
1.900000000000000022e-01 2.229456069258413997e+00
2.000000000000000111e-01 2.196005658736543520e+00
2.099999999999999922e-01 2.155112215176740786e+00
2.200000000000000011e-01 2.137969702674948902e+00
2.300000000000000100e-01 2.175878434967373654e+00
2.399999999999999911e-01 2.292976771886949372e+00
2.500000000000000000e-01 2.499999999999999556e+00
2.600000000000000089e-01 2.790356546216659961e+00
2.700000000000000178e-01 3.139385783170804523e+00
2.800000000000000266e-01 3.507063914532327686e+00
2.899999999999999800e-01 3.843768066180770049e+00
2.999999999999999889e-01 4.098118691326851248e+00
3.099999999999999978e-01 4.225509526114956671e+00
3.200000000000000067e-01 4.195781772340883009e+00
3.300000000000000155e-01 3.998635335541735003e+00
3.400000000000000244e-01 3.645770572246177732e+00
3.500000000000000333e-01 3.169344732604788994e+00
3.599999999999999867e-01 2.616997664229894660e+00
3.699999999999999956e-01 2.044325718339039977e+00
3.800000000000000044e-01 1.506144121470755604e+00
3.900000000000000133e-01 1.048090065904153656e+00
4.000000000000000222e-01 7.000422464373698972e-01
4.100000000000000311e-01 4.724828284504951625e-01
4.199999999999999845e-01 3.563716934967878780e-01
4.299999999999999933e-01 3.264458837311862704e-01
4.400000000000000022e-01 3.472237666766204711e-01
4.500000000000000111e-01 3.805029640171628258e-01
4.600000000000000200e-01 3.928853613568935588e-01
4.700000000000000289e-01 3.618884183928007814e-01
4.799999999999999822e-01 2.795026479790928553e-01
4.899999999999999911e-01 1.525713172056223366e-01
5.000000000000000000e-01 3.061616997868382648e-16
5.100000000000000089e-01 -1.525713172056217815e-01
5.200000000000000178e-01 -2.795026479790924667e-01
5.300000000000000266e-01 -3.618884183928006149e-01
5.400000000000000355e-01 -3.928853613568938363e-01
5.500000000000000444e-01 -3.805029640171627148e-01
5.600000000000000533e-01 -3.472237666766200270e-01
5.700000000000000622e-01 -3.264458837311846051e-01
5.799999999999999600e-01 -3.563716934967874339e-01
5.899999999999999689e-01 -4.724828284504943299e-01
5.999999999999999778e-01 -7.000422464373690090e-01
6.099999999999999867e-01 -1.048090065904151658e+00
6.199999999999999956e-01 -1.506144121470753827e+00
6.300000000000000044e-01 -2.044325718339037756e+00
6.400000000000000133e-01 -2.616997664229894660e+00
6.500000000000000222e-01 -3.169344732604788550e+00
6.600000000000000311e-01 -3.645770572246180841e+00
6.700000000000000400e-01 -3.998635335541735891e+00
6.800000000000000488e-01 -4.195781772340883897e+00
6.900000000000000577e-01 -4.225509526114957559e+00
7.000000000000000666e-01 -4.098118691326849472e+00
7.099999999999999645e-01 -3.843768066180773157e+00
7.199999999999999734e-01 -3.507063914532328575e+00
7.299999999999999822e-01 -3.139385783170805855e+00
7.399999999999999911e-01 -2.790356546216659073e+00
7.500000000000000000e-01 -2.500000000000000888e+00
7.600000000000000089e-01 -2.292976771886952037e+00
7.700000000000000178e-01 -2.175878434967374542e+00
7.800000000000000266e-01 -2.137969702674949346e+00
7.900000000000000355e-01 -2.155112215176739010e+00
8.000000000000000444e-01 -2.196005658736543964e+00
8.100000000000000533e-01 -2.229456069258413553e+00
8.200000000000000622e-01 -2.231207270883505789e+00
8.300000000000000711e-01 -2.188981230609696738e+00
8.399999999999999689e-01 -2.104744086694601446e+00
8.499999999999999778e-01 -1.993774228019844275e+00
8.599999999999999867e-01 -1.880748558860537711e+00
8.699999999999999956e-01 -1.793659251210432348e+00
8.800000000000000044e-01 -1.756810588599361456e+00
8.900000000000000133e-01 -1.784339171273508162e+00
9.000000000000000222e-01 -1.875612751022316171e+00
9.100000000000000311e-01 -2.013509314002074557e+00
9.200000000000000400e-01 -2.166025798428825144e+00
9.300000000000000488e-01 -2.291020385188561548e+00
9.400000000000000577e-01 -2.343277223533162257e+00
9.500000000000000666e-01 -2.282615996607470610e+00
9.599999999999999645e-01 -2.081541212360926263e+00
9.699999999999999734e-01 -1.730982630250178955e+00
9.799999999999999822e-01 -1.243009996182526500e+00
9.899999999999999911e-01 -6.499510915353317042e-01
